000_md5sum 4.4.21-69-default 5.3.18-22-default 5.3.18-24.15-default 5.3.18-24.29-default 5.3.18-24.34-default 5.3.18-24.37-default 5.3.18-24.43-default 5.3.18-24.43.2.20817.0.PTF.1178049-default 5.3.18-24.46-default 5.3.18-24.46.1.21086.0.PTF.1178049-default 5.3.18-24.49-default 5.3.18-24.49.3.21354.2.PTF.1179851-default 5.3.18-24.52-default 5.3.18-24.61-default 5.3.18-24.61.1.22178.3.TEST.1183045-default 5.3.18-24.61.1.22178.4.PTF.1183045-default 5.3.18-24.64-default 5.3.18-24.64-preempt 5.3.18-24.67-default 5.3.18-24.9-default 5.3.18-BSC-1182429-printk
540ee2c1b4c371f977cdc40482be1bd6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
84318a95aa1e7e94102fe5dc03fa85c1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
0079b76f8f6b62d6e9040a18d79e5177 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
a419a6c29a7c7d97d572bbd6cf82fd52 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
8ff142e41c47eae8a027495622e397f1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
7c595b9524f0d9652612c0e38dddbb6a 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
b2925c9c25559bd0e953eb5765fa9578 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
7284a8b08a8236e11c69161f21b4f8e1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
94c49757ecaaae2bf5a64b6d98078efc 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
66575dbf85e6e9faae290004dca2cc37 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
764b7bdae445369449699430c3b3cf36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
cbc929d88da4d198caa36df1022ad1ed 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
8b940b0c20c75a4c1df83491a064f1b7 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
3a578e4dea2e6f3c471c5e69aca718fc 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8d558dc0b14105a4a6b19ffa8dcb6e61 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ae8e98c5791668f89b56927a4d2a4656 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
74b5a561737022b97c19f3ed8be61135 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
6d25906d334bb81df8fa67a473120572 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
66b9ade63c160dac5162d0eab4150ddd 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
bd05b34786986b79595577a552591c2c 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
cd18a8f11c673439694a4b3d596377ec 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
657158fc53cea6d3d1fc2fc648caa8b8 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
215eb24b0fac3e9ac80f2ac68bc1a7b7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1fa4c703982616726f410fca8e60b5de 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
bd7cae82e4d8e3152c40bdbac5c516f2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
dba186fa11bbe280c5c152152c3ed979 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
3e70ad1212d6b8ff5ce63950280a1d44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
f05038da8329b066dc2484ea663a4194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
64506d32293bb1d78d62dd6307ad2125 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
09755bfa95d5f010de434cf14fcd93f8 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
5fc66b2f6dfc6aa7353ec30c9b7bf55f 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
8568ad5c47d782f1ad1a86f849622d5f 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
9058d67d05359d713f21bc8e54045aa8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
450da5e753de927eb1d20b3b78cc2f39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
bf1f2a1cd60f75f6fcf1fe67bd3c9e48 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
af792cdda646607709aa58f4a669183c 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
67aef0ce8ab79004331b070d40e8c5e3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
5fbc6d2dd925cb88f866ad568d2d1897 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
ef3b6994cf79422c067cabac01103fdc 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
cf8067d8dc196a8d2b654f8cdaa4e5a2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
8d4ace33db2e16d1abd1e0a5e5c8bea9 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
83fb1ab5d5172ef6647caa43b0a8d38f 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
545d06b61364e56f9f92c450fd919365 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
732bf4167d63a7bb7366601185fc0d73 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
fd65b5ca8a7142aaf39ae5ce7c33c7c3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
8733c942ea93906317a539ca64168ed3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
95a88a62a7f47141257b1709aa5578ea 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
374bfee531fec4f0e9d7881c77979bd0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
9b0d318110278dbe2495e7c6fd6428a4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
eb6b856f57df169ad7147801f58251f3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b84adedd5fa76c3e4fb0b20c7cbfb33d 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
22a98ee8c875939b38313ca030a2a626 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
5d3b829242a3c74cebca8a9c0864cda8 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
f12ad317343ebad9b2dd18be63202bfd 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9d9d229cd477bd26ecd9e26c2960404e 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b9c43a589391382350f58202bb809ddc 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
32b9ea83e8ba9c2fa42fce808e1cf5be 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
84bb86b0a34374b7d71c39f8f9e6946c 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
e7dc0481a0c71f8b7a9f7fe4e75f4653 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
ba62be5596be4c22c02b7bca95456fda 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
8f81140b0b9d2bdbc0c2f9e00fe9fb21 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
8beea2748156de80797c6cce2a7048b1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
a85b5469467cfeae571e509d6f762b75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
8909d6add35fda1bab6734cbb97cf626 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
937d3942583d893b13ccf1d264d8aeb6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
e6e1637b659b9a0b9eefe8e97790c93b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
ad55c2e0e1b24f63d4154af208951084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
5300a04c7230ac4d592df290380f468f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
53d64574dded5ca7f7e6f0e0de29c323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
c0b517c6d9c168a571cb3f4922ff6fa2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
85c094f7d128fb000559061077e0b3df 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
d5847a9b93e42980fb2df58ca174d4d8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1ff89f7a76c959eb61a23e10ce232f15 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
730d39eb1cd4b9685931fc67dca82077 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
f8869ebb3a42b30b6197319402cf18c7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6dd7df5eff6d61837c7633f6e0b24134 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
f20575292b2b60ab911b57560ea4b1dd 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
ec8486616e48989e08a70adb28792027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
a77daedbe6b576bc603c34f832bedf2b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
485cf82f30aa08aeb732778ac43d3c77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
8e2240857376d28c0856f13685cd69a2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
ce282f183f3a3197a17d2224041aac5d 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
79c0e9be9fec13af1cffc1eaad979a3a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
e4e9db15ab4bcbb888f25a870d957da6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
f8e55232a8c96b51b617e8b6488b0fd8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
87fc3888ee75e9665690711675d18a79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2b0c6aa3f7d07ee43da5faacd95c00a7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
9779ceeed0d33724e7803c9cbf22e740 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6201a03f64779da5676281ebfc8c5391 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
b29386343af75265f743eea08a706904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
d2c658f84ce8bab807ea816f8e32c027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7936356d6d9a1fa5176412434053f291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
c6c25f0aad60abc5bd89502ae26308a5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7c0dab39fc0925d137e23894a975c4b6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2412cb313afa085ff37afd8f1fd98582 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
f545a32017ca0a328b2dc16ead9f9862 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
c4ffb854fa993f12761f06041bd9b03e 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
79acdc4bb931ad6e27e222a074ffd48c 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
e33453009efeba82c1aee427ad03c0cc 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
83eec0609c8c01589ba0d1533d4bd981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
8ce0a656244f8c1420035d1e04546710 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
f969e41d72d4077426d78f4024d44379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
32bfbf48a43e93647a45376f67c0148f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
d9e676b89f6c1f2f62f14f2a7a78c2eb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
a68bfe1d1325ee0d2d103ee786cac387 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
899d3c096fc21f3472d87d19d45c7bce 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
61e4d0cdc8bfc83d93a27545ba6e6414 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
011cc34aa66454bbafa7797ab2ef8094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
50e8dc29c679b6e07e5658481968a212 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
c17b925d31c8d4e1c0d9f3240129b1b0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
f6d06d4f0960c2f0ab0358885109a8da 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
045a4d9fb1e822174ee3fbe2916ee93d 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
dc40ebbe152bb89c34dc3f7c7a6a91d6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
021aa2146486cea7f65228d818fbfcd9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
bac20b4a96c9a2b2811898a2c33ee477 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
d6cbe8792e34e08baf8c342c2243bc5f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
84004435d259c518eb4af2bbaf9cf66a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
8b1a4d16dd29f95a319434969fa485b6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
562216992dc4b838f21a5df3ef79b020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
b0cd60e2dd41dcd168fc534807d71c3c 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
cbcf4f714d8105bb0c003890eaaec20a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
eb5447cbb54a788e8b2e439f2cfe216e 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
3859e42b9ad986b25340a1623b8b4a4e 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
f33f9af15c0c97cf4338eef2831a6e42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
9e072b053b5f79e5d9786b9a8bdc03b5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
f7bf5bc4e105d55268ff0c332004e312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
5f4c79f974939be836ab9069dd7a04ff 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
63866b8e20d0dae7dd185ca97f3ac9bf 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
a27b0e7630e0d75a91c36c72724e328d 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
98bf3d6128d0e03da250cac68b0c0b62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0fdb8d29e20adda17d7573942f5f3926 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1ee8eb3f405c5effa7132e8bb19bc1b2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
44b90e28ebd17aa694c730977b1fda01 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
5dfe7c522183147325bad789d1ea8a97 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
6eda5d367f56d8c1d8541fb1677b4ab4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
7b13b5250c1b310e9fb20e066d198d52 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
ff0c6641b0e6dc16948f8a72eabb9fe1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
660ea69c6b305d5c175017082305973e 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
75a54b0402de9ff55635f5477bd0d476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
f702a8a5b5bf21a7b21f569806319a28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
4afd455c68b959b9def8021f61a155d7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
e8726a35aa167659602ad28a6ab712e1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
cc4b735f70f0cc24d714d2ea139080e3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
eff4c8b74ccff4757fcd8fab7e126245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
b24651b04ee40aa0250547f7e9448491 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
c8256fa72691d8aee90b18ed5968b108 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
e6da1c3364ea63560bf23d6f0d6cf495 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
d5325283c86f679f0bc4308e7ee60046 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
f0a97290b313d75bf141cf82993372c9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
c3ccf2dd7a47334db9113c477d91f5ce 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
c579019773473b14ded105845a0f60d0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
6b6b11d1e67ee543350f27fc25bc8b54 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
b6a60ddb7c659f69c202a927013645bd 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
8159aeae35ce4c589d5439acf45af566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
ddbaae2ef6b3b5764dc81d8b4b60bcf3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
8b11209882f7c82d909ccc60ef0d995c 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
fc60fd0353aea189b617d95a48507dbb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
b7dfae0e0ff146ad97b5da8ba2023373 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
42ffd4ce6884b53b2239c8cf4a512c94 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
2b8b2d73203ac7293f6ed9f338fae306 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
2b0189abae0c3e292a826dae5b95cbd8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
a01eaeb550ec41e8b7ffbbd8a76561c6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
111f6a7ae2219c26597fc2f726ced0d0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
72f4ed43b19e29d432257b2c294de79d 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1a240c01db53f959c76402d6f9d386bd 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
315b6336e0b6f814ee4149b8c1b9fca4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
5065c97187bd73eb3fdf83e52861c90f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
665884ac4476e05420c187b89a39ff27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
5a15df0503c88f0048d5f6270cc577dc 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
b4b9ea09fa7bc2390702c2086be3da5c 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
320bee3941fd47e02cfcf3bea44c7a02 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
094b2f993fdf9073ca558047f19854c3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
f25d765222b52bd5f973334579fcfe79 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
c17a7957793704f1f0c3421fe76aefcc 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1576066f8b022d8aecdbd21a6b426801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
d3d7377023d8f4f7cd17033a54700043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
8a1cb2da384b0296ff0ef69722740a5c 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
17ca0e1e9a17c2387a1f1cbd073f9ffe 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1629e39efd4829fb5541af023376b8a1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
8229b45b17d8ad7754323337eae0264c 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
f1a38e63c6c098f704f84f76c4edfc21 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
d2125d25869dd50a5c5a9c26de4a7d4d 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
fac578848054018490408e04cf24b0db 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
40d0c58b0812e0013c647af300626879 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
